topic_id,keywords,processed_text_for_model,all_emotion_scores,dominant_emotion,dominant_score,interpreted_emotion_flavor
288,robbery,Explore the emotional landscape surrounding a villain character whose motivations include: robbery,"{'fear': 0.5809946656227112, 'sadness': 0.23642206192016602, 'anger': 0.16773384809494019, 'joy': 0.0099341357126832, 'love': 0.0036270893178880215, 'surprise': 0.0012881431030109525}",fear,0.580994666,
289,subordinate,Explore the emotional landscape surrounding a villain character whose motivations include: subordinate,"{'anger': 0.6463514566421509, 'sadness': 0.2314930260181427, 'fear': 0.11109548062086105, 'joy': 0.006863012444227934, 'love': 0.003412548452615738, 'surprise': 0.00078437733463943}",anger,0.646351457,
290,make,Explore the emotional landscape surrounding a villain character whose motivations include: make,"{'sadness': 0.7015483975410461, 'fear': 0.17493587732315063, 'anger': 0.10277123004198074, 'joy': 0.014639453031122684, 'love': 0.005122412461787462, 'surprise': 0.0009826007299125195}",sadness,0.701548398,General Sadness
291,brutal ,Explore the emotional landscape surrounding a villain character whose motivations include: brutal ,"{'anger': 0.9932745695114136, 'sadness': 0.002909979782998562, 'fear': 0.0026582989376038313, 'love': 0.0005758333136327565, 'joy': 0.0004014762816950679, 'surprise': 0.00017986354941967875}",anger,0.99327457,
292,outburst,Explore the emotional landscape surrounding a villain character whose motivations include: outburst,"{'sadness': 0.5478169322013855, 'fear': 0.3002793490886688, 'anger': 0.14102019369602203, 'joy': 0.00688970647752285, 'love': 0.00292776501737535, 'surprise': 0.001066050841473043}",sadness,0.547816932,General Sadness
293,comfort ,Explore the emotional landscape surrounding a villain character whose motivations include: comfort ,"{'sadness': 0.7459757328033447, 'fear': 0.09399750828742981, 'love': 0.08279943466186523, 'joy': 0.054108042269945145, 'anger': 0.021770887076854706, 'surprise': 0.0013484428636729717}",sadness,0.745975733,General Sadness
294,clear,Explore the emotional landscape surrounding a villain character whose motivations include: clear,"{'joy': 0.5422196984291077, 'sadness': 0.3076705038547516, 'anger': 0.09733494371175766, 'fear': 0.044421810656785965, 'love': 0.00723303621634841, 'surprise': 0.0011200086446478963}",joy,0.542219698,
295,value,Explore the emotional landscape surrounding a villain character whose motivations include: value,"{'sadness': 0.6043592095375061, 'fear': 0.18642309308052063, 'anger': 0.14873477816581726, 'joy': 0.050321221351623535, 'love': 0.008864070288836956, 'surprise': 0.0012976190773770213}",sadness,0.60435921,General Sadness
296,tormenting ,Explore the emotional landscape surrounding a villain character whose motivations include: tormenting ,"{'anger': 0.4333532154560089, 'fear': 0.37638309597969055, 'sadness': 0.17962390184402466, 'joy': 0.004952152259647846, 'love': 0.004320112988352776, 'surprise': 0.001367526245303452}",anger,0.433353215,
297,coldblooded,Explore the emotional landscape surrounding a villain character whose motivations include: coldblooded,"{'anger': 0.9842994213104248, 'fear': 0.009010575711727142, 'sadness': 0.003799191676080227, 'love': 0.0015253161545842886, 'joy': 0.0011465040734037757, 'surprise': 0.00021897736587561667}",anger,0.984299421,
298,instability,Explore the emotional landscape surrounding a villain character whose motivations include: instability,"{'sadness': 0.6173772215843201, 'fear': 0.3337830603122711, 'anger': 0.0396338514983654, 'joy': 0.006061891093850136, 'love': 0.002223571063950658, 'surprise': 0.0009203758090734482}",sadness,0.617377222,General Sadness
